cblaster search
===============
GCA_000006275
=============
AAIH03000077.1
--------------
Cluster 1, score 27.7826:
Query           Subject      Identity  Coverage  E-value    Bitscore  Start   End     Strand
Query           Subject       Identity  Coverage  E-value    Bitscore  Start   End     Strand
AO090010000171  AO1008_08430  98.2      100       0          3410      580466  586000  -     
AO090010000170  AO1008_08431  99.8      100       0          899       586674  588186  +     
AO090010000169  AO1008_08432  99.4      100       0          944       588769  590363  +     
AO090010000168  AO1008_08433  99.7      100       8.51e-262  712       591194  592557  -     
AO090010000167  AO1008_08434  100       100       0          953       593274  594835  +     
AO090010000166  AO1008_08435  100       100       3.55e-146  408       595684  596523  +     
AO090010000165  AO1008_08436  92.1      92.2      1.97e-273  749       597192  598603  +     
AO090010000164  AO1008_08437  97.9      100       2.3e-35    124       598772  599207  +     
AO090010000163  AO1008_08438  100       100       1.88e-107  306       600340  600818  -     
AO090010000162  AO1008_08439  100       100       1.45e-218  599       600861  601746  -     
AO090010000161  AO1008_08440  100       100       0          958       602093  603593  +     
AO090010000159  AO1008_08442  98.4      100       0          1559      607012  610029  -     
AO090010000156  AO1008_08444  99.5      100       0          3972      614216  620607  -     


GCA_000952835
=============
JZDT01000478.1
--------------
Cluster 6, score 27.8016:
Query           Subject           Identity  Coverage  E-value    Bitscore  Start   End     Strand
AO090010000172  AFLA70_57g003881  97.4      87.1      0          964       50662   52668   +     
AO090010000171  AFLA70_57g003891  98.9      100       0          3408      54798   60633   -     
AO090010000170  AFLA70_57g003900  99.8      100       0          899       61060   62612   +     
AO090010000169  AFLA70_57g003910  99.4      100       0          944       63195   64950   +     
AO090010000168  AFLA70_57g003921  99.7      100       8.51e-262  712       65573   67218   -     
AO090010000167  AFLA70_57g003930  86.4      100       1.16e-291  797       67787   69197   +     
AO090010000166  AFLA70_57g003940  100       100       3.55e-146  408       70095   70935   +     
AO090010000165  AFLA70_57g003950  99.3      100       0          885       71773   73759   +     
AO090010000164  AFLA70_57g003950  98.6      100       6.75e-33   126       71773   73759   +     
AO090010000163  AFLA70_57g003961  100       100       2.36e-103  306       74892   76298   -     
AO090010000162  AFLA70_57g003961  100       86.7      1.57e-187  526       74892   76298   -     
AO090010000161  AFLA70_57g003970  99.8      100       0          957       76611   78145   +     
AO090010000160  AFLA70_57g003980  100       100       0          1021      79175   81296   +     
AO090010000159  AFLA70_57g003991  98        100       0          1551      81632   84343   -     
AO090010000156  AFLA70_57g004031  99.1      100       0          3952      93396   99722   -     
AO090010000155  AFLA70_57g004041  98.8      100       0          992       100143  101806  +     


GCA_000956085
=============
JZEE01000191.1
--------------
Cluster 7, score 21.5910:
Query           Subject        Identity  Coverage  E-value    Bitscore  Start  End    Strand
AO090010000155  P875_00117082  99.4      97.4      0          973       24614  28586  -     
AO090010000156  P875_00117060  97.3      100       0          3893      29069  35344  +     
AO090010000159  P875_00117058  97.1      100       0          1535      37053  39593  +     
AO090010000161  P875_00117077  99.4      100       0          951       40327  44750  -     
AO090010000160  P875_00117077  99.4      99.4      0          1010      40327  44750  -     
AO090010000163  P875_00117061  99.3      100       3.34e-103  306       45097  46519  +     
AO090010000162  P875_00117061  98.8      86.7      3e-185     521       45097  46519  +     
AO090010000165  P875_00117081  86.3      100       7.68e-278  770       47624  49610  -     
AO090010000164  P875_00117081  91.7      100       2.28e-26   108       47624  49610  -     
AO090010000166  P875_00117074  100       91.2      2.41e-134  377       50780  51320  -     
AO090010000168  P875_00117063  97.7      100       4.53e-257  701       54492  55735  +     
AO090010000169  P875_00117078  98.3      100       0          936       56688  58281  -     
AO090010000170  P875_00117076  99.3      100       0          895       58857  60370  -     
AO090010000171  P875_00117088  96.1      100       0          3348      61046  66585  +     
AO090010000172  P875_00117105  95        87.1      0          951       68973  70983  -     


GCA_001204775
=============
JNOM01000003.1
--------------
Cluster 8, score 5.3315:
Query           Subject      Identity  Coverage  E-value    Bitscore  Start  End    Strand
AO090010000172  ANOM_000403  93.6      87.1      0          936       16106  18119  +     
AO090010000163  ANOM_000411  98        100       4.86e-102  303       38050  39437  -     
AO090010000162  ANOM_000411  92.2      87.4      9.54e-172  487       38050  39437  -     
AO090010000161  ANOM_000412  97.5      100       0          933       39783  41283  +     
AO090010000155  ANOM_000417  95.5      99        0          959       58007  62823  +     


GCA_001792695
=============
LYCR01000093.1
--------------
Cluster 9, score 6.5575:
Query           Subject      Identity  Coverage  E-value    Bitscore  Start  End    Strand
AO090010000172  ABOM_009056  93.8      87.1      0          939       65319  69571  +     
AO090010000171  ABOM_009057  92.9      100       0          3214      70030  75575  -     
AO090010000163  ABOM_009063  98        100       3.49e-102  303       87590  88974  -     
AO090010000162  ABOM_009063  92.2      86.7      7.55e-171  484       87590  88974  -     
AO090010000161  ABOM_009064  97.5      100       0          938       89318  90823  +     


GCA_002007945
=============
MKZY01000006.1
--------------
Cluster 10, score 27.7964:
Query           Subject         Identity  Coverage  E-value    Bitscore  Start   End     Strand
AO090010000155  OAory_01039490  99.2      100       0          995       394065  395613  -     
AO090010000156  OAory_01039500  99.6      100       0          3977      396097  402371  +     
AO090010000159  OAory_01039520  98.4      99        0          1545      404354  409358  +     
AO090010000160  OAory_01039530  100       100       0          1021      410092  411769  -     
AO090010000161  OAory_01039540  99.8      100       0          956       413019  414519  -     
AO090010000163  OAory_01039550  100       100       2.91e-103  306       414866  416273  +     
AO090010000162  OAory_01039550  99.2      87.8      1.73e-188  529       414866  416273  +     
AO090010000165  OAory_01039560  99.8      94.3      1.01e-304  837       417405  419391  -     
AO090010000164  OAory_01039560  99.3      100       1.22e-33   128       417405  419391  -     
AO090010000166  OAory_01039570  100       91.2      2.41e-134  377       420523  421063  -     
AO090010000167  OAory_01039580  85.9      100       2.07e-289  791       421963  423373  -     
AO090010000168  OAory_01039590  100       100       3.61e-263  716       424178  425421  +     
AO090010000169  OAory_01039600  100       100       0          949       426462  428054  -     
AO090010000170  OAory_01039610  99.8      100       0          899       428637  430149  -     
AO090010000171  OAory_01039620  99.2      100       0          3406      430825  436359  +     
AO090010000172  OAory_01039650  97.2      87.1      0          966       438581  440589  -     


GCA_002443195
=============
NWUI02000284.1
--------------
Cluster 11, score 29.8400:
Query           Subject      Identity  Coverage  E-value    Bitscore  Start   End     Strand
AO090010000172  AFGD_005855  97.6      87.1      0          969       544586  546594  +     
AO090010000171  AFGD_005857  98.8      100       0          3405      548821  554355  -     
AO090010000170  AFGD_005858  99.8      100       0          899       555030  556542  +     
AO090010000169  AFGD_005859  99.4      100       0          944       557126  558718  +     
AO090010000168  AFGD_005860  99.4      100       9.93e-261  710       559671  560914  -     
AO090010000167  AFGD_005861  85.7      100       5.93e-289  790       561719  563129  +     
AO090010000166  AFGD_005862  100       91.2      2.41e-134  377       564031  564571  +     
AO090010000165  AFGD_005863  99.8      100       0          889       565712  567698  +     
AO090010000164  AFGD_005863  97.9      100       6.13e-32   124       565712  567698  +     
AO090010000163  AFGD_005864  99.3      100       5.38e-107  305       568831  569287  -     
AO090010000162  AFGD_005865  100       100       1.45e-218  599       569352  570237  -     
AO090010000161  AFGD_005866  99.6      100       0          954       570584  572084  +     
AO090010000160  AFGD_005867  100       100       0          1021      573334  575010  +     
AO090010000159  AFGD_005868  98.4      100       0          1559      575743  578281  -     
AO090010000156  AFGD_005872  99.8      100       0          3981      587416  593690  -     
AO090010000155  AFGD_005873  99.6      100       0          998       594174  595714  +     


GCA_002443215
=============
NWUG02000804.1
--------------
Cluster 12, score 25.3648:
Query           Subject       Identity  Coverage  E-value    Bitscore  Start  End    Strand
AO090010000170  COH21_010805  100       100       0          900       5771   7283   +     
AO090010000169  COH21_010806  99.4      100       0          944       7866   9459   +     
AO090010000168  COH21_010807  99.7      100       8.51e-262  712       10498  11741  -     
AO090010000167  COH21_010808  85.9      100       2.07e-289  791       12546  13956  +     
AO090010000166  COH21_010809  100       91.2      2.41e-134  377       14856  15396  +     
AO090010000165  COH21_010811  99.6      56.8      6.84e-178  509       17095  18514  +     
AO090010000164  COH21_010811  97.9      100       1.93e-32   124       17095  18514  +     
AO090010000163  COH21_010812  99.3      100       5.38e-107  305       19647  20103  -     
AO090010000162  COH21_010813  100       100       1.45e-218  599       20168  21053  -     
AO090010000161  COH21_010814  100       100       0          958       21400  22900  +     
AO090010000160  COH21_010815  100       100       0          1021      24151  25828  +     
AO090010000159  COH21_010816  98.4      100       0          1559      26563  29101  -     
AO090010000156  COH21_010819  99.8      100       0          3981      33529  39803  -     
AO090010000155  COH21_010820  98.8      100       0          992       40287  41835  +     

NWUG02001040.1
--------------
Cluster 13, score 1.0968:
Query           Subject       Identity  Coverage  E-value  Bitscore  Start  End   Strand
AO090010000172  COH21_012226  97.4      87.1      0        968       1518   3526  -     


GCA_002456175
=============
NWUH02000248.1
--------------
Cluster 14, score 29.8040:
Query           Subject       Identity  Coverage  E-value    Bitscore  Start   End     Strand
AO090010000155  COH20_003067  98.8      100       0          992       405534  407082  -     
AO090010000156  COH20_003068  99.8      100       0          3981      407566  413840  +     
AO090010000159  COH20_003071  98.4      100       0          1559      418268  420806  +     
AO090010000160  COH20_003072  100       100       0          1021      421541  423218  -     
AO090010000161  COH20_003073  100       100       0          958       424469  425969  -     
AO090010000162  COH20_003074  100       100       1.45e-218  599       426316  427201  +     
AO090010000163  COH20_003075  99.3      100       5.38e-107  305       427266  427722  +     
AO090010000165  COH20_003076  99.6      56.8      6.84e-178  509       428855  430274  -     
AO090010000164  COH20_003076  97.9      100       1.93e-32   124       428855  430274  -     
AO090010000166  COH20_003078  100       91.2      2.41e-134  377       431973  432513  -     
AO090010000167  COH20_003079  85.9      100       2.07e-289  791       433413  434823  -     
AO090010000168  COH20_003080  99.7      100       8.51e-262  712       435628  436871  +     
AO090010000169  COH20_003081  99.4      100       0          944       437910  439503  -     
AO090010000170  COH20_003082  100       100       0          900       440086  441598  -     
AO090010000171  COH20_003083  99.6      100       0          3424      442274  447808  +     
AO090010000172  COH20_003085  97.4      87.1      0          968       450034  452042  -     


GCA_002749805
=============
NEXV01000395.1
--------------
Cluster 15, score 22.4842:
Query           Subject       Identity  Coverage  E-value    Bitscore  Start  End    Strand
AO090010000156  AARAC_005991  96.9      99.6      0          3870      31255  41631  +     
AO090010000160  AARAC_005992  98.4      100       0          1006      42204  44213  -     
AO090010000161  AARAC_005993  99.6      100       0          953       45431  46951  -     
AO090010000162  AARAC_005994  99.2      86.7      1.36e-186  523       47278  48713  +     
AO090010000165  AARAC_005995  82.9      88.3      9.88e-227  638       49826  51659  -     
AO090010000166  AARAC_005996  100       91.2      2.41e-134  377       52963  53503  -     
AO090010000167  AARAC_005997  84.8      99.8      3.27e-286  783       54400  55847  -     
AO090010000168  AARAC_005998  97.9      100       3.88e-258  703       56490  58066  +     
AO090010000169  AARAC_005999  97.5      100       0          930       58848  60441  -     
AO090010000170  AARAC_006000  99.3      100       0          895       60985  62578  -     
AO090010000171  AARAC_006001  94.3      100       0          3272      63085  68872  +     
AO090010000172  AARAC_006002  92.7      85.2      0          892       69410  71418  -     


GCA_003426965
=============
QUQM01000008.1
--------------
Cluster 16, score 1.0521:
Query           Subject           Identity  Coverage  E-value    Bitscore  Start    End      Strand
AO090010000165  ATNIH1004_011556  59.5      100       1.58e-179  521       2952027  2954049  +     


GCA_003709025
=============
QQZZ01000087.1
--------------
Cluster 17, score 29.7651:
Query           Subject      Identity  Coverage  E-value    Bitscore  Start    End      Strand
AO090010000172  CA14_004317  97.4      87.1      0          968       1341945  1343951  +     
AO090010000171  CA14_004319  99.5      100       0          3432      1346176  1351710  -     
AO090010000170  CA14_004320  99.8      100       0          899       1352385  1353897  +     
AO090010000169  CA14_004321  99.4      100       0          944       1354480  1356073  +     
AO090010000168  CA14_004322  99.7      100       8.51e-262  712       1357024  1358267  -     
AO090010000167  CA14_004323  85.9      100       2.07e-289  791       1359072  1360482  +     
AO090010000166  CA14_004324  100       91.2      2.41e-134  377       1361390  1361930  +     
AO090010000164  CA14_004326  97.9      100       1.93e-32   124       1363629  1365048  +     
AO090010000163  CA14_004327  99.3      100       5.38e-107  305       1366181  1366637  -     
AO090010000162  CA14_004328  100       100       1.45e-218  599       1366702  1367587  -     
AO090010000161  CA14_004329  100       100       0          958       1367934  1369434  +     
AO090010000160  CA14_004330  100       100       0          1021      1370686  1372525  +     
AO090010000159  CA14_004331  98.3      100       0          1556      1372856  1375861  -     
AO090010000156  CA14_004335  99.6      100       0          3972      1384746  1391020  -     
AO090010000155  CA14_004336  99        100       0          993       1386735  1393051  +     


GCA_004798825
=============
SOSA01000522.1
--------------
Cluster 18, score 1.0521:
Query           Subject       Identity  Coverage  E-value    Bitscore  Start  End   Strand
AO090010000165  EYZ11_010110  59.5      100       1.58e-179  521       1219   3241  +     


GCA_009017415
=============
CP044616.1
----------
Cluster 19, score 27.8028:
Query           Subject        Identity  Coverage  E-value    Bitscore  Start   End     Strand
AO090010000155  F9C07_12300    99.2      100       0          995       414363  415911  -     
AO090010000156  F9C07_12301    99.5      100       0          3971      416394  422668  +     
AO090010000159  F9C07_2195757  99.9      100       0          1591      427095  430142  +     
AO090010000160  F9C07_2287001  100       100       0          1021      430142  432324  -     
AO090010000161  F9C07_12306    100       100       0          958       433296  434796  -     
AO090010000163  F9C07_12307    99.3      100       6.7e-103   305       435143  436549  +     
AO090010000162  F9C07_12307    100       86.7      1.57e-187  526       435143  436549  +     
AO090010000165  F9C07_12308    83.6      100       2.58e-252  704       437682  439668  -     
AO090010000164  F9C07_12308    97.9      100       5.22e-32   124       437682  439668  -     
AO090010000166  F9C07_2287005  100       91.2      2.41e-134  377       440634  441505  -     
AO090010000167  F9C07_1918367  100       100       0          953       441795  443784  -     
AO090010000168  F9C07_12311    99.7      100       8.51e-262  712       444466  445709  +     
AO090010000169  F9C07_12312    99.4      100       0          944       446748  448341  -     
AO090010000170  F9C07_2077446  95.7      100       0          884       448924  450436  -     
AO090010000171  F9C07_2287009  99.6      100       0          3424      450877  456740  +     
AO090010000172  F9C07_2287011  97.4      87.1      0          968       458666  461163  -     


GCA_009176375
=============
ML734570.1
----------
Cluster 20, score 27.8054:
Query           Subject            Identity  Coverage  E-value    Bitscore  Start   End     Strand
AO090010000172  BDV35DRAFT_402178  92.9      100       0          1115      65529   69464   +     
AO090010000171  BDV35DRAFT_402179  98.2      100       0          3410      69762   75296   -     
AO090010000170  BDV35DRAFT_402180  99.6      100       0          897       75970   77482   +     
AO090010000169  BDV35DRAFT_402181  99.4      100       0          944       78065   79659   +     
AO090010000168  BDV35DRAFT_131891  99.7      100       8.51e-262  712       80575   81944   -     
AO090010000167  BDV35DRAFT_131889  100       100       0          953       82535   84640   +     
AO090010000166  BDV35DRAFT_344281  100       91.2      2.41e-134  377       84779   85609   +     
AO090010000165  BDV35DRAFT_389870  88        87.9      3.85e-238  667       86652   88503   +     
AO090010000164  BDV35DRAFT_389870  97.9      100       4.62e-32   124       86652   88503   +     
AO090010000163  BDV35DRAFT_377982  91.5      93.4      6.35e-84   254       89636   91042   -     
AO090010000162  BDV35DRAFT_377982  100       72.4      5.36e-153  435       89636   91042   -     
AO090010000161  BDV35DRAFT_402182  100       100       0          958       91389   92889   +     
AO090010000160  BDV35DRAFT_131958  100       100       0          1021      93951   96183   +     
AO090010000159  BDV35DRAFT_377985  100       100       0          1593      96550   99088   -     
AO090010000156  BDV35DRAFT_389878  99.6      100       0          3977      103537  109811  -     
AO090010000155  BDV35DRAFT_377988  99.2      100       0          995       110295  111843  +     


GCA_009176385
=============
ML734955.1
----------
Cluster 21, score 14.9743:
Query           Subject            Identity  Coverage  E-value    Bitscore  Start   End     Strand
AO090010000155  BDV34DRAFT_65570   99.4      100       0          997       461069  462865  -     
AO090010000156  BDV34DRAFT_234148  97.4      100       0          3897      463107  469470  +     
AO090010000159  BDV34DRAFT_191703  96.9      100       0          1533      470873  473923  +     
AO090010000160  BDV34DRAFT_191704  98.8      100       0          1012      474161  476203  -     
AO090010000161  BDV34DRAFT_223350  99.6      100       0          953       477286  478786  -     
AO090010000163  BDV34DRAFT_211495  90.8      93.4      9.01e-84   253       479133  480545  +     
AO090010000162  BDV34DRAFT_211495  99.5      72.4      4.38e-152  433       479133  480545  +     
AO090010000165  BDV34DRAFT_211496  79.1      78.9      2.87e-189  541       481647  483378  -     
AO090010000164  BDV34DRAFT_211496  91.7      100       1.8e-26    108       481647  483378  -     
AO090010000166  BDV34DRAFT_191708  100       91.2      2.41e-134  377       484704  485669  -     

ML735019.1
----------
Cluster 22, score 9.6747:
Query           Subject            Identity  Coverage  E-value    Bitscore  Start   End     Strand
AO090010000171  BDV34DRAFT_229278  96.2      100       0          3349      145829  151367  -     
AO090010000170  BDV34DRAFT_237592  99.3      100       0          895       152010  153555  +     
AO090010000169  BDV34DRAFT_237594  98.1      100       0          934       154076  155725  +     
AO090010000168  BDV34DRAFT_170687  97.7      100       4.53e-257  701       156629  158019  -     
AO090010000167  BDV34DRAFT_216296  92.5      99.8      0          868       158733  160144  +     


GCA_009176395
=============
ML734274.1
----------
Cluster 23, score 7.4467:
Query           Subject            Identity  Coverage  E-value    Bitscore  Start  End    Strand
AO090010000172  BDV32DRAFT_147365  91.6      89.9      0          939       52953  54967  +     
AO090010000166  BDV32DRAFT_120151  97.7      91.2      2.32e-132  372       72802  73599  +     
AO090010000163  BDV32DRAFT_157192  90.8      93.4      3.78e-85   257       74906  76280  -     
AO090010000161  BDV32DRAFT_157193  97.7      100       0          938       76626  78126  +     
AO090010000160  BDV32DRAFT_147375  97.6      100       0          998       79399  81073  +     
AO090010000155  BDV32DRAFT_136539  95.2      100       0          963       94846  96394  +     


GCA_009176405
=============
ML733391.1
----------
Cluster 24, score 25.6747:
Query           Subject            Identity  Coverage  E-value    Bitscore  Start    End      Strand
AO090010000171  BDV33DRAFT_227062  95.5      100       0          3332      1156767  1162326  -     
AO090010000170  BDV33DRAFT_3662    99.3      100       0          895       1162979  1164564  +     
AO090010000169  BDV33DRAFT_227068  98.5      99.8      0          935       1165101  1166694  +     
AO090010000168  BDV33DRAFT_3674    97.7      100       4.53e-257  701       1167497  1169369  -     
AO090010000167  BDV33DRAFT_186722  92.3      99.8      9.06e-318  864       1169702  1171113  +     
AO090010000166  BDV33DRAFT_162624  100       91.2      2.41e-134  377       1171907  1172707  +     
AO090010000165  BDV33DRAFT_162626  86.7      100       5.41e-278  771       1173479  1176237  +     
AO090010000164  BDV33DRAFT_162626  91.7      100       1.48e-25   105       1173479  1176237  +     
AO090010000163  BDV33DRAFT_162627  98.7      100       1.5e-102   304       1176814  1178275  -     
AO090010000162  BDV33DRAFT_162627  98.4      84        2.25e-178  503       1176814  1178275  -     
AO090010000161  BDV33DRAFT_227069  99.4      100       0          952       1178617  1180138  +     
AO090010000160  BDV33DRAFT_162630  99.2      100       0          1015      1181012  1183571  +     
AO090010000159  BDV33DRAFT_162631  96.6      100       0          1527      1183572  1186549  -     
AO090010000156  BDV33DRAFT_197696  96.8      100       0          3880      1188049  1194322  -     
AO090010000155  BDV33DRAFT_186729  99.2      100       0          995       1194806  1196354  +     


GCA_009176455
=============
ML732805.1
----------
Cluster 25, score 27.8002:
Query           Subject            Identity  Coverage  E-value    Bitscore  Start   End     Strand
AO090010000172  BDV30DRAFT_227382  95.1      100       0          1075      213295  217291  +     
AO090010000171  BDV30DRAFT_249564  97.7      100       0          3388      217556  223099  -     
AO090010000170  BDV30DRAFT_239565  99.3      100       0          895       223777  225290  +     
AO090010000169  BDV30DRAFT_239566  99.2      100       0          942       225865  227457  +     
AO090010000168  BDV30DRAFT_249565  99.4      100       9.93e-261  710       228408  229720  -     
AO090010000167  BDV30DRAFT_249569  98.7      100       0          943       230323  232502  +     
AO090010000166  BDV30DRAFT_212111  100       91.2      2.41e-134  377       232582  233493  +     
AO090010000165  BDV30DRAFT_212112  92.4      100       1.26e-297  820       234269  236910  +     
AO090010000162  BDV30DRAFT_227389  100       72.4      5.36e-153  435       237575  238981  -     
AO090010000161  BDV30DRAFT_239572  99        100       0          949       239326  240826  +     
AO090010000160  BDV30DRAFT_239573  99.4      100       0          1016      246053  247730  +     
AO090010000159  BDV30DRAFT_212115  97.9      100       0          1552      248222  251408  -     
AO090010000156  BDV30DRAFT_249582  97.7      100       0          3912      259446  266276  -     
AO090010000155  BDV30DRAFT_249584  98.4      100       0          988       266746  268299  +     


GCA_009193445
=============
ML743557.1
----------
Cluster 26, score 22.5561:
Query           Subject            Identity  Coverage  E-value    Bitscore  Start   End     Strand
AO090010000172  BDV38DRAFT_278978  93.8      87.1      0          938       406504  408504  +     
AO090010000171  BDV38DRAFT_296288  94.4      100       0          3258      410807  416440  -     
AO090010000170  BDV38DRAFT_237246  98        100       0          887       417092  418666  +     
AO090010000169  BDV38DRAFT_296291  97.3      100       0          926       419277  420962  +     
AO090010000168  BDV38DRAFT_190301  97.7      100       1.11e-257  702       421637  423251  -     
AO090010000167  BDV38DRAFT_268411  84.4      100       5.42e-285  780       423997  425421  +     
AO090010000166  BDV38DRAFT_278985  98.3      91.2      2.32e-132  372       426451  426991  +     
AO090010000163  BDV38DRAFT_278987  98        100       5.93e-102  303       432712  434106  -     
AO090010000162  BDV38DRAFT_278987  89.1      86.7      1.83e-163  466       432712  434106  -     
AO090010000160  BDV38DRAFT_296299  98.6      100       0          1010      437209  439043  +     
AO090010000159  BDV38DRAFT_237256  91.8      99.9      0          1457      439390  442452  -     
AO090010000156  BDV38DRAFT_296301  94.6      100       0          3790      443503  450195  -     
AO090010000155  BDV38DRAFT_268418  96.8      100       0          975       450680  452229  +     


GCA_009193485
=============
ML738589.1
----------
Cluster 27, score 14.0652:
Query           Subject            Identity  Coverage  E-value    Bitscore  Start   End     Strand
AO090010000155  BDV40DRAFT_168661  96        100       0          965       370908  372701  -     
AO090010000159  BDV40DRAFT_252975  92.3      100       0          1467      380685  383500  +     
AO090010000160  BDV40DRAFT_312732  98        100       0          1005      384197  386183  -     
AO090010000165  BDV40DRAFT_295579  72.9      99.5      2.78e-222  629       391507  393487  -     
AO090010000164  BDV40DRAFT_295579  83.3      100       7.02e-18   84        391507  393487  -     
AO090010000167  BDV40DRAFT_312741  84.2      100       3.13e-284  778       396748  398901  -     
AO090010000168  BDV40DRAFT_168762  98.8      100       8.16e-260  707       398901  400588  +     
AO090010000169  BDV40DRAFT_295584  97.5      100       0          925       401191  402784  -     
AO090010000171  BDV40DRAFT_312743  92.6      100       0          3236      405597  411140  +     
AO090010000172  BDV40DRAFT_284815  95.1      86        0          940       413612  416375  -     


GCA_009193505
=============
ML738322.1
----------
Cluster 28, score 17.1637:
Query           Subject            Identity  Coverage  E-value    Bitscore  Start   End     Strand
AO090010000170  BDV41DRAFT_576365  99.3      100       0          895       336010  337523  +     
AO090010000169  BDV41DRAFT_564078  98.3      100       0          936       338101  339694  +     
AO090010000167  BDV41DRAFT_564080  92.7      99.8      0          871       342703  344114  +     
AO090010000166  BDV41DRAFT_249279  100       91.2      2.41e-134  377       344759  345648  +     
AO090010000165  BDV41DRAFT_564082  79.1      92        1.27e-224  633       346813  348727  +     
AO090010000164  BDV41DRAFT_564082  91        100       1.39e-25   105       346813  348727  +     
AO090010000163  BDV41DRAFT_564083  90.8      93.4      9.01e-84   253       349871  351307  -     
AO090010000162  BDV41DRAFT_564083  100       72.4      5.36e-153  435       349871  351307  -     
AO090010000160  BDV41DRAFT_535559  99.4      100       0          1015      354007  356462  +     
AO090010000159  BDV41DRAFT_564086  98.8      100       0          1571      356812  359352  -     
AO090010000156  BDV41DRAFT_576375  97.8      100       0          3907      361059  367332  -     
AO090010000155  BDV41DRAFT_576376  99.4      100       0          997       367816  369364  +     


GCA_009193525
=============
ML741835.1
----------
