cblaster search
===============
GCA_000002715
=============
DS027053.1
----------
Cluster 1, score 1.0702:
Query           Subject      Identity  Coverage  E-value    Bitscore  Start   End     Strand
AO090001000041  AFLA70_62g004071  99.8      96.1      0          967       87500   89124   -     
AO090001000042  AFLA70_62g004080  99.1      100       9.39e-318  861       89349   90750   +     
AO090001000043  AFLA70_62g004091  99.3      100       0          3214      91052   95979   -     
AO090001000044  AFLA70_62g004101  92        100       0          1107      96783   98643   -     
AO090001000045  AFLA70_62g004110  98.9      100       9.3e-265   722       98890   100109  +     
AO090001000046  AFLA70_62g004121  99.2      100       0          939       100371  101905  -     


GCA_000956085
=============
JZEE01000238.1
--------------
Cluster 7, score 30.6069:
Query           Subject        Identity  Coverage  E-value    Bitscore  Start   End     Strand
AO090001000046  P875_00128056  95.6      87.3      6.44e-289  790       142920  144280  +     
AO090001000045  P875_00128078  95.9      100       1.58e-256  701       144535  145747  -     
AO090001000044  P875_00128054  89.9      100       0          1078      145995  147852  +     
AO090001000043  P875_00128042  96.7      97        0          3024      148802  153588  +     
AO090001000042  P875_00128077  93.8      100       4.97e-302  821       153890  155261  -     
AO090001000041  P875_00128057  97.6      96.1      0          951       155513  157137  +     
AO090001000039  P875_00128083  99.3      100       0          885       157268  159674  -     
AO090001000040  P875_00128083  96.5      100       3.06e-157  455       157268  159674  -     
AO090001000038  P875_00128068  97.3      100       6.74e-235  644       159934  160992  +     
AO090001000037  P875_00128069  99.7      100       2.26e-232  636       161957  162955  +     
AO090001000036  P875_00128081  95.8      60.5      4.26e-102  302       163378  164450  -     
AO090001000035  P875_00128064  65.7      100       0          944       164727  167820  +     
AO090001000033  P875_00128079  99.3      99.8      1.09e-299  832       168015  170956  -     
AO090001000034  P875_00128079  97.1      94.5      4.76e-166  484       168015  170956  -     
AO090001000032  P875_00128053  98.6      100       0          1524      171193  173985  +     
AO090001000031  P875_00128072  98.2      100       0          1070      174593  176249  -     
AO090001000030  P875_00128051  94.9      100       5.17e-199  548       176703  177598  +     
AO090001000025  P875_00128063  94.9      65.4      2.1e-73    233       182528  184349  +     
AO090001000026  P875_00128063  91.5      97.7      3.67e-76   238       182528  184349  +     
AO090001000024  P875_00128062  99.1      100       0          1081      184543  186475  +     


GCA_002007945
=============
MKZY01000005.1
--------------
Cluster 8, score 35.8188:
Query           Subject         Identity  Coverage  E-value    Bitscore  Start    End      Strand
AO090001000046  OAory_01108000  100       87.5      5.11e-304  828       4160024  4161381  +     
AO090001000045  OAory_01108010  98.9      100       4.61e-265  723       4161643  4162862  -     
AO090001000044  OAory_01108020  93.8      100       0          1130      4163109  4164969  +     
AO090001000043  OAory_01108030  99.7      97        0          3117      4165917  4170700  +     
AO090001000042  OAory_01108040  100       100       0          868       4171002  4172373  -     
AO090001000041  OAory_01108050  100       96.1      0          968       4172628  4174252  +     
AO090001000040  OAory_01108060  96.9      100       1.33e-163  455       4174382  4175290  -     
AO090001000039  OAory_01108070  100       100       0          889       4175430  4176787  -     
AO090001000038  OAory_01108080  100       100       2.67e-241  660       4177050  4178108  +     
AO090001000037  OAory_01108090  99.4      100       9.19e-232  634       4179071  4180069  +     
AO090001000036  OAory_01108100  99.3      60.5      7.86e-105  309       4180495  4181566  -     
AO090001000035  OAory_01108110  61.7      100       0          933       4181841  4184935  +     
AO090001000033  OAory_01108120  99.8      99.8      2.33e-301  836       4185129  4188069  -     
AO090001000034  OAory_01108120  99.2      94.5      4.66e-169  492       4185129  4188069  -     
AO090001000032  OAory_01108130  99.8      100       0          1543      4188307  4191102  +     
AO090001000031  OAory_01108140  99.6      100       0          1084      4191702  4193358  -     
AO090001000029  OAory_01108150  95.7      97.9      0          894       4193824  4197509  +     
AO090001000028  OAory_01108160  98.6      100       0          980       4197612  4199432  -     
AO090001000025  OAory_01108170  96.6      65.4      5.62e-76   239       4199647  4201459  +     
AO090001000026  OAory_01108170  97.7      97.7      4.86e-82   253       4199647  4201459  +     
AO090001000024  OAory_01108180  99.5      100       0          1084      4201712  4203590  +     


GCA_002443195
=============
NWUI02000109.1
--------------
Cluster 9, score 38.8051:
Query           Subject      Identity  Coverage  E-value    Bitscore  Start    End      Strand
AO090001000046  AFGD_001993  99.3      87.5      6.94e-302  823       1589984  1591341  +     
AO090001000045  AFGD_001994  97.3      100       2.98e-261  713       1591603  1592822  -     
AO090001000043  AFGD_001997  99.1      97        0          3100      1595876  1600659  +     
AO090001000042  AFGD_001998  99.8      100       0          866       1600961  1602332  -     
AO090001000041  AFGD_001999  100       96.1      0          968       1602587  1604211  +     
AO090001000040  AFGD_002000  96.9      100       1.33e-163  455       1604341  1605249  -     
AO090001000039  AFGD_002001  99.5      100       0          885       1605389  1606746  -     
AO090001000038  AFGD_002002  99.1      100       3.63e-239  655       1607009  1608067  +     
AO090001000037  AFGD_002003  99.7      100       2.26e-232  636       1609040  1610038  +     
AO090001000036  AFGD_002004  98.6      60.5      2.24e-104  308       1610370  1611534  -     
AO090001000035  AFGD_002006  95.2      86        0          888       1613048  1614903  +     
AO090001000034  AFGD_002007  99.2      94.5      5.23e-175  492       1615096  1616451  -     
AO090001000033  AFGD_002008  100       100       2.05e-309  840       1616605  1618037  -     
AO090001000032  AFGD_002009  99.5      100       0          1538      1618274  1621069  +     
AO090001000031  AFGD_002010  100       100       0          1088      1621669  1623325  -     
AO090001000030  AFGD_002011  100       100       6.85e-211  578       1623791  1624690  +     
AO090001000029  AFGD_002012  99.1      93.9      0          895       1625994  1627476  +     
AO090001000028  AFGD_002013  99.4      100       0          984       1627579  1629399  -     
AO090001000025  AFGD_002014  96.6      65.4      5.62e-76   239       1629614  1631426  +     
AO090001000026  AFGD_002014  96.1      97.7      1.09e-80   249       1629614  1631426  +     
AO090001000024  AFGD_002015  99.8      100       0          1090      1631675  1633655  +     


GCA_002443215
=============
NWUG02000324.1
--------------
Cluster 10, score 39.8313:
Query           Subject       Identity  Coverage  E-value    Bitscore  Start  End    Strand
AO090001000045  COH21_010339  97.8      100       1.8e-262   716       862    2080   -     
AO090001000044  COH21_010340  91.9      100       0          1105      2327   4187   +     
AO090001000043  COH21_010341  99.3      97        0          3106      5119   9902   +     
AO090001000042  COH21_010342  99.5      100       0          865       10204  11575  -     
AO090001000041  COH21_010343  99.8      96.1      0          967       11830  13454  +     
AO090001000040  COH21_010344  96.9      100       1.33e-163  455       13584  14492  -     
AO090001000039  COH21_010345  99.5      100       0          884       14632  15989  -     
AO090001000038  COH21_010346  99.7      100       4.42e-240  657       16252  17310  +     
AO090001000037  COH21_010347  99.7      100       2.26e-232  636       18272  19270  +     
AO090001000036  COH21_010348  99.3      60.5      7.86e-105  309       19602  20767  -     
AO090001000035  COH21_010350  94.8      86        0          881       22281  24136  +     
AO090001000034  COH21_010351  97.9      94.5      4.97e-173  487       24330  25684  -     
AO090001000033  COH21_010352  99.5      100       6.86e-308  836       25838  27270  -     
AO090001000032  COH21_010353  99.6      100       0          1542      27508  30303  +     
AO090001000031  COH21_010354  99.8      100       0          1086      30902  32558  -     
AO090001000030  COH21_010355  100       100       6.85e-211  578       33023  33922  +     
AO090001000029  COH21_010356  100       93.9      0          899       35226  36708  +     
AO090001000028  COH21_010357  97.8      100       0          970       36811  38631  -     
AO090001000025  COH21_010358  97.4      65.4      7.93e-76   239       38846  40659  +     
AO090001000026  COH21_010358  95.3      97.7      6.13e-80   248       38846  40659  +     
AO090001000024  COH21_010359  99.5      100       0          1086      40912  42892  +     


GCA_002456175
=============
NWUH02000025.1
--------------
Cluster 11, score 41.9117:
Query           Subject       Identity  Coverage  E-value    Bitscore  Start   End     Strand
AO090001000024  COH20_010289  99.5      100       0          1086      61560   63540   -     
AO090001000025  COH20_010290  97.4      65.4      7.93e-76   239       63793   65606   -     
AO090001000026  COH20_010290  95.3      97.7      6.13e-80   248       63793   65606   -     
AO090001000028  COH20_010291  97.8      100       0          970       65821   67641   +     
AO090001000029  COH20_010292  100       93.9      0          899       67744   69226   -     
AO090001000030  COH20_010293  100       100       6.85e-211  578       70530   71429   -     
AO090001000031  COH20_010294  99.8      100       0          1086      71894   73550   +     
AO090001000032  COH20_010295  99.6      100       0          1542      74149   76944   -     
AO090001000033  COH20_010296  99.5      100       6.86e-308  836       77182   78614   +     
AO090001000034  COH20_010297  97.9      94.5      4.97e-173  487       78768   80122   +     
AO090001000035  COH20_010298  94.8      86        0          881       80316   82171   -     
AO090001000036  COH20_010300  99.3      60.5      7.86e-105  309       83685   84850   +     
AO090001000037  COH20_010301  99.7      100       2.26e-232  636       85182   86180   -     
AO090001000038  COH20_010302  99.7      100       4.42e-240  657       87142   88200   -     
AO090001000039  COH20_010303  99.5      100       0          884       88463   89820   +     
AO090001000040  COH20_010304  96.9      100       1.33e-163  455       89960   90868   +     
AO090001000041  COH20_010305  99.8      96.1      0          967       90998   92622   -     
AO090001000042  COH20_010306  99.5      100       0          865       92877   94248   +     
AO090001000043  COH20_010307  99.3      97        0          3106      94550   99333   -     
AO090001000044  COH20_010308  91.9      100       0          1105      100265  102125  -     
AO090001000045  COH20_010309  97.8      100       1.8e-262   716       102372  103590  +     
AO090001000046  COH20_010310  96.6      87.5      2.11e-294  804       103852  105212  -     


GCA_002749805
=============
NEXV01000376.1
--------------
Cluster 12, score 30.6528:
Query           Subject       Identity  Coverage  E-value    Bitscore  Start   End     Strand
AO090001000046  AARAC_001981  93.6      95.6      4.82e-309  843       64526   66066   +     
AO090001000045  AARAC_001982  95.4      100       1.3e-255   699       66325   67543   -     
AO090001000044  AARAC_001983  89.7      100       0          1074      67786   69643   +     
AO090001000043  AARAC_001984  94.7      97        0          2960      70594   75379   +     
AO090001000041  AARAC_001986  97.4      96.1      0          942       77301   78925   +     
AO090001000040  AARAC_001987  96.5      100       1.89e-163  455       78989   79961   -     
AO090001000039  AARAC_001988  98.2      100       0          874       80104   81554   -     
AO090001000038  AARAC_001989  97.6      97.9      1.55e-225  633       81724   84743   +     
AO090001000036  AARAC_001990  93.9      62.2      4.95e-102  302       85065   86238   -     
AO090001000035  AARAC_001992  93.7      86        0          875       87754   89609   +     
AO090001000033  AARAC_001993  99.3      99.8      7.98e-300  832       89797   92733   -     
AO090001000034  AARAC_001993  96.7      94.5      8.35e-165  481       89797   92733   -     
AO090001000032  AARAC_001994  98.6      100       0          1524      92969   95761   +     
AO090001000031  AARAC_001995  97.8      100       0          1072      96366   98022   -     
AO090001000030  AARAC_001996  92.8      100       1.41e-195  540       98493   99388   +     
AO090001000029  AARAC_001997  97.5      93.9      0          883       100648  102176  +     
AO090001000028  AARAC_001998  95.7      100       0          957       102275  104110  -     
AO090001000024  AARAC_001999  98.7      98.5      0          1063      104315  108264  +     
AO090001000025  AARAC_001999  88.7      64.2      1.2e-63    216       104315  108264  +     
AO090001000026  AARAC_001999  92.2      97.7      3.04e-72   237       104315  108264  +     


GCA_003709025
=============
QQZZ01000064.1
--------------
Cluster 13, score 41.9233:
Query           Subject      Identity  Coverage  E-value    Bitscore  Start   End     Strand
AO090001000046  CA14_011045  100       87.5      5.11e-304  828       467758  469115  +     
AO090001000045  CA14_011046  99.7      100       1.38e-266  727       469377  470596  -     
AO090001000044  CA14_011047  92.5      100       0          1112      470843  472703  +     
AO090001000043  CA14_011048  99.7      97        0          3117      473651  478434  +     
AO090001000042  CA14_011049  99.8      100       0          867       478736  480107  -     
AO090001000041  CA14_011050  100       96.1      0          968       480362  481986  +     
AO090001000040  CA14_011051  96.9      100       1.33e-163  455       482116  483129  -     
AO090001000039  CA14_011052  100       100       0          889       483164  484521  -     
AO090001000038  CA14_011053  100       100       2.67e-241  660       484784  485842  +     
AO090001000037  CA14_011054  99.7      100       2.26e-232  636       486516  487867  +     
AO090001000036  CA14_011055  99.3      60.5      7.86e-105  309       488031  489377  -     
AO090001000035  CA14_011057  95.6      86        0          891       490814  492669  +     
AO090001000034  CA14_011058  100       94.5      1.57e-176  496       492863  494217  -     
AO090001000033  CA14_011059  99.8      100       8.35e-309  838       494371  495803  -     
AO090001000032  CA14_011060  100       100       0          1546      496041  498836  +     
AO090001000031  CA14_011061  100       100       0          1088      499436  501092  -     
AO090001000030  CA14_011062  100       100       6.85e-211  578       501558  502457  +     
AO090001000029  CA14_011063  99.8      93.9      0          896       503761  505243  +     
AO090001000028  CA14_011064  99.4      100       0          984       505346  507166  -     
AO090001000025  CA14_011065  100       65.4      5.7e-79    247       507378  509191  +     
AO090001000026  CA14_011065  99.2      97.7      3.06e-83   256       507378  509191  +     
AO090001000024  CA14_011066  100       100       0          1092      509446  511324  +     


GCA_009017415
=============
CP044623.1
----------
Cluster 14, score 29.2881:
Query           Subject        Identity  Coverage  E-value    Bitscore  Start   End     Strand
AO090001000024  F9C07_7863     98.4      100       0          1080      87659   89658   -     
AO090001000025  F9C07_2285649  98.3      65.4      2.53e-77   243       89679   91867   -     
AO090001000026  F9C07_2285649  97.7      97.7      4.86e-82   253       89679   91867   -     
AO090001000028  F9C07_2285650  97.8      100       0          970       91867   93819   +     
AO090001000029  F9C07_2074824  99.8      100       0          956       93843   95384   -     
AO090001000030  F9C07_1724314  100       100       6.85e-211  578       96065   97733   -     
AO090001000031  F9C07_7868     99.8      100       0          1086      97993   99649   +     
AO090001000032  F9C07_2166842  100       100       0          1546      100192  103242  -     
AO090001000033  F9C07_2108922  99.5      100       2.42e-301  836       103281  106220  +     
AO090001000034  F9C07_2108922  97.9      94.5      2.31e-167  488       103281  106220  +     
AO090001000035  F9C07_2204698  69        100       0          965       106414  109508  -     
AO090001000036  F9C07_7874     99.3      60.5      7.86e-105  309       109783  110854  +     
AO090001000037  F9C07_7875     99.7      100       2.26e-232  636       111280  112278  -     
AO090001000038  F9C07_7876     99.7      100       4.42e-240  657       113241  114299  -     
AO090001000039  F9C07_2073940  99.3      100       0          882       114313  115919  +     
AO090001000040  F9C07_7878     96.9      100       1.33e-163  455       115983  128416  -     
AO090001000045  F9C07_7883     99.5      100       3.95e-266  726       128486  129705  +     
AO090001000046  F9C07_2074952  99.8      100       0          946       129967  131501  -     


GCA_009176375
=============
ML734572.1
----------
Cluster 15, score 33.7488:
Query           Subject            Identity  Coverage  E-value    Bitscore  Start   End     Strand
AO090001000046  BDV35DRAFT_402558  98.5      100       0          937       256238  257883  +     
AO090001000045  BDV35DRAFT_402560  97.5      100       7.32e-262  715       258005  259253  -     
AO090001000044  BDV35DRAFT_390216  92.2      100       0          1109      259500  261360  +     
AO090001000043  BDV35DRAFT_402563  99.2      97        0          3105      262307  267090  +     
AO090001000042  BDV35DRAFT_402564  99.5      100       0          864       267392  268763  -     
AO090001000041  BDV35DRAFT_402566  99.8      100       0          1013      268855  270677  +     
AO090001000040  BDV35DRAFT_378279  96.9      100       2.72e-158  455       270772  273177  -     
AO090001000038  BDV35DRAFT_378280  99.7      100       1.54e-240  658       273440  274498  +     
AO090001000037  BDV35DRAFT_345172  99.7      100       2.26e-232  636       275085  276521  +     
AO090001000036  BDV35DRAFT_390225  100       60.5      9.64e-106  311       276883  277954  -     
AO090001000035  BDV35DRAFT_402571  65.2      86.9      2.92e-297  825       278070  281133  +     
AO090001000033  BDV35DRAFT_402573  100       99.8      2.87e-302  838       281428  284457  -     
AO090001000034  BDV35DRAFT_402573  100       90.2      4.89e-164  479       281428  284457  -     
AO090001000032  BDV35DRAFT_402575  100       90.5      0          1397      284978  287490  +     
AO090001000031  BDV35DRAFT_345176  100       100       0          1088      288061  290309  -     
AO090001000030  BDV35DRAFT_140841  100       100       6.85e-211  578       289979  291205  +     
AO090001000029  BDV35DRAFT_390233  100       93.9      0          899       292415  293897  +     
AO090001000028  BDV35DRAFT_390234  99.4      100       0          984       294000  295820  -     
AO090001000024  BDV35DRAFT_378290  99.1      99.8      0          1076      296032  299978  +     
AO090001000025  BDV35DRAFT_378290  100       63.7      2.8e-72    239       296032  299978  +     
AO090001000026  BDV35DRAFT_378290  99.2      97.7      3.72e-79   256       296032  299978  +     


GCA_009176385
=============
ML734985.1
----------
Cluster 16, score 36.7875:
Query           Subject            Identity  Coverage  E-value    Bitscore  Start   End     Strand
AO090001000046  BDV34DRAFT_226897  95.9      87.3      1.58e-289  791       148423  149783  +     
AO090001000045  BDV34DRAFT_236130  96.2      100       1.36e-257  704       150038  151250  -     
AO090001000044  BDV34DRAFT_226899  90.2      100       0          1082      151498  153359  +     
AO090001000043  BDV34DRAFT_236132  96.4      97        0          3018      154309  159095  +     
AO090001000042  BDV34DRAFT_236134  93.8      100       7.26e-302  821       159397  160982  -     
AO090001000041  BDV34DRAFT_236137  97.5      100       0          991       160860  162694  +     
AO090001000040  BDV34DRAFT_226903  96.5      100       1.89e-163  455       162774  163681  -     
AO090001000039  BDV34DRAFT_226904  99.5      100       0          887       163823  165273  -     
AO090001000038  BDV34DRAFT_214264  97.6      100       1.17e-235  646       165440  166498  +     
AO090001000037  BDV34DRAFT_198285  99.7      100       2.26e-232  636       167074  168539  +     
AO090001000036  BDV34DRAFT_226908  97.2      60.5      5.23e-103  304       168884  169956  -     
AO090001000035  BDV34DRAFT_236146  63.9      86.9      1.22e-291  811       170233  173069  +     
AO090001000033  BDV34DRAFT_214268  99        99.8      2.21e-299  830       173522  176463  -     
AO090001000034  BDV34DRAFT_214268  97        90.2      1.6e-159   467       173522  176463  -     
AO090001000032  BDV34DRAFT_236147  98.6      90.5      0          1377      176983  179492  +     
AO090001000031  BDV34DRAFT_198287  98.2      100       0          1070      180078  182103  -     
AO090001000030  BDV34DRAFT_214271  94.9      100       2.99e-198  546       182210  183105  +     
AO090001000029  BDV34DRAFT_214272  97.7      93.7      0          880       184409  185892  +     
AO090001000028  BDV34DRAFT_236152  96.9      100       0          962       186004  187827  -     
AO090001000024  BDV34DRAFT_236153  99.1      98.5      0          1064      188044  191982  +     
AO090001000025  BDV34DRAFT_236153  94.8      64.2      5.99e-68   228       188044  191982  +     
AO090001000026  BDV34DRAFT_236153  90.7      97.7      1.49e-71   235       188044  191982  +     


GCA_009176405
=============
ML733399.1
----------
Cluster 17, score 28.5586:
Query           Subject            Identity  Coverage  E-value    Bitscore  Start   End     Strand
AO090001000024  BDV33DRAFT_233387  98        99.8      0          1065      105580  109588  -     
AO090001000025  BDV33DRAFT_233387  89.5      63.7      1.09e-62   213       105580  109588  -     
AO090001000026  BDV33DRAFT_233387  90.7      97.7      1.95e-70   232       105580  109588  -     
AO090001000028  BDV33DRAFT_233389  96.5      100       0          962       109802  111622  +     
AO090001000029  BDV33DRAFT_188094  97.8      93.9      0          884       111734  113217  -     
AO090001000030  BDV33DRAFT_199465  96.3      100       3.79e-201  553       114512  115407  -     
AO090001000032  BDV33DRAFT_233398  98.5      90.5      0          1375      118137  120646  -     
AO090001000033  BDV33DRAFT_233399  98.3      99.8      4.19e-297  825       121167  124108  +     
AO090001000034  BDV33DRAFT_233399  97        90.2      4.51e-159  466       121167  124108  +     
AO090001000035  BDV33DRAFT_188099  64.2      86.9      1.5e-292   813       124554  127380  -     
AO090001000036  BDV33DRAFT_199472  96.5      60.5      2.12e-102  303       127657  128729  +     
AO090001000037  BDV33DRAFT_165427  99.7      100       2.26e-232  636       128961  130439  -     
AO090001000038  BDV33DRAFT_199474  97.6      100       8.2e-236   646       131111  132169  -     
